Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties,Action Type,Standard Text Value
CHEMBL4291936,,None,303.18,None,None,14,O=C(Nc1ccncc1)c1ccc2n[se]nc2c1,Activity,'=',113,%,,,,UO_0000187,,,,,0,CHEMBL4273903,Growth inhibition of human HTB-54 cells assessed as cell growth at 10 uM after 72 hrs by MTT assay relative to control,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL4270585,1,Scientific Literature,Eur J Med Chem,2018,CHEMBL3308031,,,
CHEMBL4280218,,None,353.24,None,None,18,O=C(Nc1cccc2cccnc12)c1ccc2n[se]nc2c1,Activity,'=',45.6,%,,,,UO_0000187,,,,,0,CHEMBL4273904,Growth inhibition of human HTB-54 cells assessed as cell growth at 100 uM after 72 hrs by MTT assay relative to control,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL4270585,1,Scientific Literature,Eur J Med Chem,2018,CHEMBL3308031,,,
CHEMBL4285831,,None,284.18,None,None,24,O=C(NCCCO)c1ccc2n[se]nc2c1,Activity,'=',99.2,%,,,,UO_0000187,,,,,0,CHEMBL4273904,Growth inhibition of human HTB-54 cells assessed as cell growth at 100 uM after 72 hrs by MTT assay relative to control,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL4270585,1,Scientific Literature,Eur J Med Chem,2018,CHEMBL3308031,,,
CHEMBL309813,,None,319.35,0,1.88,6c,CCOC(=O)c1cccnc1SNC(=O)Nc1ncccn1,IC50,'=',1800,nM,5.75,,,UO_0000065,,,,,0,CHEMBL691297,Cytotoxicity against HTB-54 lung carcinoma cell line,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL1131833,1,Scientific Literature,Bioorg Med Chem Lett,1999,CHEMBL3308031,,,
CHEMBL2234290,,None,397.47,0,4.65,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL105,MITOMYCIN,4,334.33,0,-1.65,Mitomycin C,CO[C@@]12[C@H](COC(N)=O)C3=C(C(=O)C(C)=C(N)C3=O)N1C[C@@H]1N[C@@H]12,IC50,'=',4807.2,nM,5.32,,,UO_0000065,,,,,0,CHEMBL2363158,SANGER: Inhibition of human Calu-1 cell growth in a cell viability assay.,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL1201861,5,Sanger Institute Genomics of Drug Sensitivity in Cancer,,,CHEMBL3308031,,,
CHEMBL591222,,None,720.81,4,7.74,26,CC(C)CC(=O)c1c(O)c(C(=O)CC(C)C)c(O)c(C(c2ccc3c(c2)OCO3)c2c(O)c(C(=O)CC(C)C)c(O)c(C(=O)CC(C)C)c2O)c1O,GI,'=',62,%,,,,UO_0000187,,,,,0,CHEMBL1960823,Growth inhibition of human Calu1 cells at 10 uM after 48 hrs by WST-8 assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL1955790,1,Scientific Literature,Bioorg Med Chem Lett,2012,CHEMBL3308031,,,
CHEMBL2088765,,None,236.27,0,2.37,1d,COc1cc(/C=C/C(=O)OC(C)C)ccc1O,IC50,'>',50000,nM,,,,UO_0000065,,,,,0,CHEMBL2091958,Cytotoxicity against human Calu1 cells after 72 hrs by alamar blue assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL2086326,1,Scientific Literature,Bioorg Med Chem Lett,2012,CHEMBL3308031,,,
CHEMBL17001,METHYLCAFFEATE,None,194.19,0,1.28,2a,COC(=O)/C=C/c1ccc(O)c(O)c1,IC50,'=',5500,nM,5.26,,,UO_0000065,,,,,0,CHEMBL2091958,Cytotoxicity against human Calu1 cells after 72 hrs by alamar blue assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL2086326,1,Scientific Literature,Bioorg Med Chem Lett,2012,CHEMBL3308031,,,
CHEMBL74898,AYANIN,None,344.32,0,2.9,6a,COc1cc(O)c2c(=O)c(OC)c(-c3ccc(OC)c(O)c3)oc2c1,IC50,'>',50000,nM,,,,UO_0000065,,,,,0,CHEMBL3380571,Anticancer activity against human Calu1 cells by HTS assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL3879801,NON-PROTEIN TARGET,,NON-MOLECULAR,CHEMBL3352654,1,Scientific Literature,Bioorg Med Chem Lett,2014,CHEMBL3308031,,,
CHEMBL289277,EMODIN,None,270.24,0,1.89,70,Cc1cc(O)c2c(c1)C(=O)c1cc(O)cc(O)c1C2=O,GI,'=',100,%,,,,UO_0000187,,,,,0,CHEMBL996203,Growth inhibition of human Calu1 cells assessed as [3H]thymidine incorporation at 100 uM after 3 days by scintillation counting,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL1150850,1,Scientific Literature,J Nat Prod,2001,CHEMBL3308031,,,
CHEMBL479129,,None,300.27,0,1.9,3,COc1c(O)c(C)cc2c1C(=O)c1c(O)cc(O)cc1C2=O,GI,'=',71,%,,,,UO_0000187,,,,,0,CHEMBL996205,Growth inhibition of human Calu1 cells assessed as [3H]thymidine incorporation at 25 uM after 3 days by scintillation counting,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL1150850,1,Scientific Literature,J Nat Prod,2001,CHEMBL3308031,,,
CHEMBL472851,SKYRIN,None,538.46,2,3.75,15,Cc1cc(O)c2c(c1)C(=O)c1c(c(O)cc(O)c1-c1c(O)cc(O)c3c1C(=O)c1cc(C)cc(O)c1C3=O)C2=O,GI,'=',14.3,%,,,,UO_0000187,,,,,0,CHEMBL996209,Growth inhibition of human Calu1 cells assessed as [3H]thymidine incorporation at 3.125 uM after 3 days by scintillation counting,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL1150850,1,Scientific Literature,J Nat Prod,2001,CHEMBL3308031,,,
CHEMBL3585533,,None,1150.24,None,None,2d,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)c3ccccc3)[C@]3(O)C[C@H](OC(=O)[C@H](OC(=O)OCCSSCCOC(=O)C[C@H](O)C(=O)O)[C@@H](NC(=O)c4ccccc4)c4ccccc4)C(C)=C1C3(C)C)[C@]1(OC(C)=O)CO[C@@H]1C[C@@H]2O,IC50,'=',1300,nM,5.89,,,UO_0000065,,,,,0,CHEMBL3587184,Cytotoxicity against human Calu1 cells assessed as inhibition of cell proliferation,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL3879801,NON-PROTEIN TARGET,,NON-MOLECULAR,CHEMBL3585243,1,Scientific Literature,Bioorg Med Chem Lett,2014,CHEMBL3308031,,,
CHEMBL428690,ALVOCIDIB,3,401.85,0,3.3,Flavopiridol,CN1CC[C@H](c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@H](O)C1,Activity,'=',74,%,,,,UO_0000187,,,,,0,CHEMBL4256080,Antiproliferative activity against human Calu1 cells at 700 nM after 48 hrs by propidium iodide staining based fluorometry relative to control,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL4251708,1,Scientific Literature,ACS Med Chem Lett,2018,CHEMBL3308031,,,
CHEMBL1956697,,None,752.9,3,9.68,21,CC(C)CC(=O)c1c(O)c(C(=O)CC(C)C)c(O)c(C(c2ccc(-c3ccccc3)cc2)c2c(O)c(C(=O)CC(C)C)c(O)c(C(=O)CC(C)C)c2O)c1O,GI,'=',52,%,,,,UO_0000187,,,,,0,CHEMBL1960823,Growth inhibition of human Calu1 cells at 10 uM after 48 hrs by WST-8 assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL1955790,1,Scientific Literature,Bioorg Med Chem Lett,2012,CHEMBL3308031,,,
CHEMBL401989,ERASTIN,None,547.06,1,4.72,erastin,CCOc1ccccc1-n1c(C(C)N2CCN(C(=O)COc3ccc(Cl)cc3)CC2)nc2ccccc2c1=O,IC50,'=',4000,nM,5.4,,,UO_0000065,,,,,0,CHEMBL936336,Inhibition of human Calu1 cells expressing KRAS with activating mutations by trypan blue exclusion assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL1145520,1,Scientific Literature,Nature,2007,CHEMBL3308031,,,
CHEMBL1956692,,None,508.48,2,3.91,16,CC(=O)c1c(O)c(C(C)=O)c(O)c(C(c2ccccc2)c2c(O)c(C(C)=O)c(O)c(C(C)=O)c2O)c1O,GI,'=',47,%,,,,UO_0000187,,,,,0,CHEMBL1960823,Growth inhibition of human Calu1 cells at 10 uM after 48 hrs by WST-8 assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL1955790,1,Scientific Literature,Bioorg Med Chem Lett,2012,CHEMBL3308031,,,
CHEMBL4281982,,None,347.19,None,None,4,O=C(Nc1ccc([N+](=O)[O-])cc1)c1ccc2n[se]nc2c1,Activity,'=',108.4,%,,,,UO_0000187,,,,,0,CHEMBL4273904,Growth inhibition of human HTB-54 cells assessed as cell growth at 100 uM after 72 hrs by MTT assay relative to control,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL4270585,1,Scientific Literature,Eur J Med Chem,2018,CHEMBL3308031,,,
CHEMBL4280871,,None,395.18,None,None,7,C[Se]c1ccc(NC(=O)c2ccc3n[se]nc3c2)cc1,Activity,'=',38,%,,,,UO_0000187,,,,,0,CHEMBL4273904,Growth inhibition of human HTB-54 cells assessed as cell growth at 100 uM after 72 hrs by MTT assay relative to control,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL4270585,1,Scientific Literature,Eur J Med Chem,2018,CHEMBL3308031,,,
CHEMBL44657,ETOPOSIDE,4,588.56,2,1.34,Etoposide,COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O,GI50,,,,,,Not Determined,,,,,,0,CHEMBL4273895,Antiproliferative activity against human HTB-54 cells after 72 hrs by MTT assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL4270585,1,Scientific Literature,Eur J Med Chem,2018,CHEMBL3308031,,,
CHEMBL4278520,,None,348.29,None,None,6,CSc1ccc(NC(=O)c2ccc3n[se]nc3c2)cc1,TGI,'>',100000,nM,,,,UO_0000065,,,,,0,CHEMBL4273895,Antiproliferative activity against human HTB-54 cells after 72 hrs by MTT assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL4270585,1,Scientific Literature,Eur J Med Chem,2018,CHEMBL3308031,,,
CHEMBL4289647,,None,359.27,None,None,19,O=C(Nc1nc2ccccc2s1)c1ccc2n[se]nc2c1,TGI,'>',100000,nM,,,,UO_0000065,,,,,0,CHEMBL4273895,Antiproliferative activity against human HTB-54 cells after 72 hrs by MTT assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL4270585,1,Scientific Literature,Eur J Med Chem,2018,CHEMBL3308031,,,
CHEMBL61592,,None,298.34,0,3.61,3l,COc1cc(/C=C/C(=O)c2ccccc2)cc(OC)c1OC,GI,'=',7,%,,,,UO_0000187,,,,,0,CHEMBL1067777,Growth inhibition of human Calu1 cells at 10 uM after 24 hrs by propidium iodide assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL1156852,1,Scientific Literature,Bioorg Med Chem,2010,CHEMBL3308031,,,
CHEMBL428690,ALVOCIDIB,3,401.85,0,3.3,Flavopiridol,CN1CC[C@H](c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@H](O)C1,Activity,'=',68,%,,,,UO_0000187,,,,,0,CHEMBL1071636,Anticancer activity against human Calu1 cells at 700 nM after 48 hrs by propidium iodide fluorescence assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL1157556,1,Scientific Literature,Bioorg Med Chem,2010,CHEMBL3308031,,,
CHEMBL553025,VINORELBINE,4,778.95,2,4.75,Vinorelbine,CCC1=C[C@@H]2CN(C1)Cc1c([nH]c3ccccc13)[C@@](C(=O)OC)(c1cc3c(cc1OC)N(C)[C@H]1[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]4(CC)C=CCN5CC[C@]31[C@@H]54)C2,IC50,'=',516.39,nM,6.29,,,UO_0000065,,,,,0,CHEMBL2363158,SANGER: Inhibition of human Calu-1 cell growth in a cell viability assay.,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL1201861,5,Sanger Institute Genomics of Drug Sensitivity in Cancer,,,CHEMBL3308031,,,
CHEMBL211632,,None,306.75,0,3.14,Fascaplysin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL4278520,,None,348.29,None,None,6,CSc1ccc(NC(=O)c2ccc3n[se]nc3c2)cc1,Activity,'=',67,%,,,,UO_0000187,,,,,0,CHEMBL4273903,Growth inhibition of human HTB-54 cells assessed as cell growth at 10 uM after 72 hrs by MTT assay relative to control,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL4270585,1,Scientific Literature,Eur J Med Chem,2018,CHEMBL3308031,,,
CHEMBL4294534,,None,500.32,None,None,27,O=C(c1ccc2c[se]cc2c1)N1CCN(C(=O)c2ccc3c[se]cc3c2)CC1,Activity,'=',88.3,%,,,,UO_0000187,,,,,0,CHEMBL4273903,Growth inhibition of human HTB-54 cells assessed as cell growth at 10 uM after 72 hrs by MTT assay relative to control,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL4270585,1,Scientific Literature,Eur J Med Chem,2018,CHEMBL3308031,,,
CHEMBL4278503,,None,368.4,0,3.24,4t,Cn1c(=O)c2c(c3ccccc31)OC(N)=C(C#N)C2c1c[nH]c2ccccc12,IC50,'>',20000,nM,,,,UO_0000065,,,,,0,CHEMBL4256071,Antiproliferative activity against human Calu1 cells after 48 hrs by propidium iodide staining based fluorometry,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL4251708,1,Scientific Literature,ACS Med Chem Lett,2018,CHEMBL3308031,,,
CHEMBL3327001,,None,386.4,0,4.07,6b,CCOc1cc(O)c2c(=O)c(OCC)c(-c3ccc(OCC)c(O)c3)oc2c1,IC50,'>',50000,nM,,,,UO_0000065,,,,,0,CHEMBL3380571,Anticancer activity against human Calu1 cells by HTS assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL3879801,NON-PROTEIN TARGET,,NON-MOLECULAR,CHEMBL3352654,1,Scientific Literature,Bioorg Med Chem Lett,2014,CHEMBL3308031,,,
CHEMBL276139,,None,210.19,0,1.21,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL1956689,,None,614.73,3,6.99,13,CC(C)CC(=O)c1c(O)c(C(=O)CC(C)C)c(O)c(C(C)c2c(O)c(C(=O)CC(C)C)c(O)c(C(=O)CC(C)C)c2O)c1O,GI,'=',12,%,,,,UO_0000187,,,,,0,CHEMBL1960823,Growth inhibition of human Calu1 cells at 10 uM after 48 hrs by WST-8 assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL1955790,1,Scientific Literature,Bioorg Med Chem Lett,2012,CHEMBL3308031,,,
CHEMBL1956706,,None,554.55,3,3.91,32,CC(C)CC(=O)c1c(O)c(C=O)c(O)c(C(c2ncc[nH]2)c2c(O)c(C=O)c(O)c(C(=O)CC(C)C)c2O)c1O,GI,'=',0,%,,,,UO_0000187,,,,,0,CHEMBL1960823,Growth inhibition of human Calu1 cells at 10 uM after 48 hrs by WST-8 assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL1955790,1,Scientific Literature,Bioorg Med Chem Lett,2012,CHEMBL3308031,,,
CHEMBL225249,,None,238.24,0,1.84,8,CC(C)CC(=O)c1c(O)cc(O)c(C=O)c1O,IC50,'=',9100,nM,5.04,,,UO_0000065,,,,,0,CHEMBL1958661,Cytotoxicity against human Calu1 cells after 48 hrs by WST-8 assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL1955790,1,Scientific Literature,Bioorg Med Chem Lett,2012,CHEMBL3308031,,,
CHEMBL1956697,,None,752.9,3,9.68,21,CC(C)CC(=O)c1c(O)c(C(=O)CC(C)C)c(O)c(C(c2ccc(-c3ccccc3)cc2)c2c(O)c(C(=O)CC(C)C)c(O)c(C(=O)CC(C)C)c2O)c1O,IC50,'=',7900,nM,5.1,,,UO_0000065,,,,,0,CHEMBL1958661,Cytotoxicity against human Calu1 cells after 48 hrs by WST-8 assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL1955790,1,Scientific Literature,Bioorg Med Chem Lett,2012,CHEMBL3308031,,,
CHEMBL4442275,,None,492.52,0,3.76,8,CC(=O)O[C@@H](c1ccccc1)[C@@H](O[C@@H]1[C@@H]2C[C@@H](CC(=O)O2)O[C@H]1c1ccccc1)[C@@H]1CC=CC(=O)O1,IC50,'>',10000,nM,,,,UO_0000065,,,,,0,CHEMBL4415241,Cytotoxicity against human Calu1 cells assessed as reduction in cell viability incubated fpr 72 hrs by celltiter-glo luminescent cell viability assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL4414560,1,Scientific Literature,J Nat Prod,2019,CHEMBL3308031,,,
CHEMBL1956693,,None,514.51,3,3.97,17,CC(=O)c1c(O)c(C(C)=O)c(O)c(C(c2cccs2)c2c(O)c(C(C)=O)c(O)c(C(C)=O)c2O)c1O,GI,'=',0,%,,,,UO_0000187,,,,,0,CHEMBL1960823,Growth inhibition of human Calu1 cells at 10 uM after 48 hrs by WST-8 assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL1955790,1,Scientific Literature,Bioorg Med Chem Lett,2012,CHEMBL3308031,,,
CHEMBL289277,EMODIN,None,270.24,0,1.89,70,Cc1cc(O)c2c(c1)C(=O)c1cc(O)cc(O)c1C2=O,GI,'=',49.4,%,,,,UO_0000187,,,,,0,CHEMBL996207,Growth inhibition of human Calu1 cells assessed as [3H]thymidine incorporation at 6.25 uM after 3 days by scintillation counting,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL1150850,1,Scientific Literature,J Nat Prod,2001,CHEMBL3308031,,,
CHEMBL4561548,,None,407.47,0,3.43,34,COc1ccc(-c2nc3ccccc3c(=O)[nH]2)cc1OCC(=O)NC1CCCCC1,EC50,'=',9800,nM,5.01,,,UO_0000065,,,,,0,CHEMBL4480916,Growth inhibition of human Calu1 cells measured after 72 hrs by propidium iodide staining based fluorescence assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL4480390,1,Scientific Literature,Eur J Med Chem,2019,CHEMBL3308031,,,
CHEMBL2088774,,None,309.27,0,1.72,3e,COc1cc(/C=C/C(=O)OC/C=C/CO[N+](=O)[O-])ccc1O,IC50,'=',2480,nM,5.61,,,UO_0000065,,,,,0,CHEMBL2091958,Cytotoxicity against human Calu1 cells after 72 hrs by alamar blue assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL2086326,1,Scientific Literature,Bioorg Med Chem Lett,2012,CHEMBL3308031,,,
CHEMBL209433,,None,312.8,0,4.14,CA221,CN(CCc1c[nH]c2ccccc12)C(=O)c1ccccc1Cl,IC50,'=',147000,nM,,Outside typical range,,UO_0000065,,,,,0,CHEMBL871055,Antiproliferative activity against Calu1 cells,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL1138971,1,Scientific Literature,Bioorg Med Chem Lett,2006,CHEMBL3308031,,,
CHEMBL213302,,None,312.8,0,4.14,CA223,CN(CCc1c[nH]c2ccccc12)C(=O)c1ccc(Cl)cc1,IC50,'=',78000,nM,4.11,,,UO_0000065,,,,,0,CHEMBL871055,Antiproliferative activity against Calu1 cells,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL1138971,1,Scientific Literature,Bioorg Med Chem Lett,2006,CHEMBL3308031,,,
CHEMBL213805,,None,354.45,1,5.15,CA224,CN(CCc1c[nH]c2ccccc12)C(=O)c1ccc(-c2ccccc2)cc1,IC50,'=',11500,nM,4.94,,,UO_0000065,,,,,0,CHEMBL871055,Antiproliferative activity against Calu1 cells,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL1138971,1,Scientific Literature,Bioorg Med Chem Lett,2006,CHEMBL3308031,,,
CHEMBL213036,,None,308.38,0,3.49,CA226,COc1ccccc1C(=O)N(C)CCc1c[nH]c2ccccc12,IC50,'=',146000,nM,,Outside typical range,,UO_0000065,,,,,0,CHEMBL871055,Antiproliferative activity against Calu1 cells,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL1138971,1,Scientific Literature,Bioorg Med Chem Lett,2006,CHEMBL3308031,,,
CHEMBL451902,,None,552.49,2,5.44,1,COc1ccc(-c2cc(=O)c3c(O)cc(O)cc3o2)cc1-c1c(O)cc2oc(-c3ccc(O)cc3)cc(=O)c2c1O,Inhibition,'=',44.6,%,,,,UO_0000187,,,,,0,CHEMBL970157,Cytotoxicity against human Calu1 cells at 25 uM after 3 days,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL1154577,1,Scientific Literature,J Nat Prod,2000,CHEMBL3308031,,,
CHEMBL448488,,None,568.53,2,5.67,3,COc1cc(O)c2c(=O)cc(-c3ccc(OC)c(-c4c(O)cc5c(c4O)C(=O)C[C@H](c4ccc(O)cc4)O5)c3)oc2c1,Inhibition,'=',29.9,%,,,,UO_0000187,,,,,0,CHEMBL970157,Cytotoxicity against human Calu1 cells at 25 uM after 3 days,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL1154577,1,Scientific Literature,J Nat Prod,2000,CHEMBL3308031,,,
CHEMBL505053,,None,582.56,2,5.98,4,COc1cc(O)c2c(=O)cc(-c3ccc(OC)c(-c4c(OC)cc5c(c4O)C(=O)C[C@H](c4ccc(O)cc4)O5)c3)oc2c1,IC50,'>',100000,nM,,,,UO_0000065,,,,,0,CHEMBL971042,Cytotoxicity against human Calu1 cells after 3 days,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL1154577,1,Scientific Literature,J Nat Prod,2000,CHEMBL3308031,,,
CHEMBL2234291,,None,365.48,1,5.24,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL2035658,,None,328.19,0,3.19,2,CCOC(=O)CC(=O)c1cccc2sc(Br)nc12,Activity,'=',19,%,,,,UO_0000187,,,,,0,CHEMBL2038774,Cytotoxicity against human Calu1 cells at 10 uM after 48 hrs by WST-1 assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL2034859,1,Scientific Literature,Bioorg Med Chem Lett,2012,CHEMBL3308031,,,
CHEMBL2035669,,None,194.19,0,0.61,14,CCOC(=O)CC(=O)c1ncccn1,Activity,'=',17,%,,,,UO_0000187,,,,,0,CHEMBL2038774,Cytotoxicity against human Calu1 cells at 10 uM after 48 hrs by WST-1 assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL2034859,1,Scientific Literature,Bioorg Med Chem Lett,2012,CHEMBL3308031,,,
